"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         274,      -5.245302269,      -3.268547499,        -2.7112707,      0.2346157187,      -7.057580078
          0,           0,         275,      -5.243363043,      -3.275807742,      -2.734601385,      0.2365556592,      -7.057704661
          0,           0,         276,      -5.241235784,      -3.273902968,       -2.73205421,      0.2387203578,      -7.057839568
          0,           0,         277,      -5.233004519,      -3.276918449,      -2.719709799,      0.2469660813,      -7.057995626
          0,           0,         278,      -5.250636144,      -3.274639351,      -2.746231348,      0.2293243757,      -7.058152832
          0,           0,         279,       -5.24741357,      -3.267725152,      -2.734457796,      0.2325520451,      -7.058317822
          0,           0,         280,      -5.238740437,      -3.260732761,      -2.715387292,      0.2411723339,      -7.058510558
          0,           0,         281,      -5.241217545,      -3.257579258,      -2.738036193,      0.2386918745,      -7.058711206
          0,           0,         282,      -5.252456618,      -3.248879012,      -2.729979869,      0.2274191646,      -7.058904549
          0,           0,         283,      -5.257496489,      -3.241437152,      -2.710774188,      0.2223592526,      -7.059100394
          0,           0,         284,       -5.25206436,      -3.236021465,      -2.731546045,      0.2278171074,      -7.059301379
          0,           0,         285,      -5.257911003,      -3.229404597,      -2.725906224,      0.2219979513,      -7.059503937
          0,           0,         286,      -5.260478422,      -3.231938797,      -2.708570549,      0.2193122753,      -7.059701968
          0,           0,         287,       -5.26329246,      -3.235702945,      -2.728943673,      0.2165104293,      -7.059887214
          0,           0,         288,      -5.262565325,       -3.23455894,      -2.719866697,      0.2172353358,      -7.060061785
          0,           0,         289,      -5.262502429,      -3.232252783,      -2.706166004,      0.2173653317,       -7.06023038
          0,           0,         290,      -5.256422668,        -3.2380029,       -2.73058569,      0.2235209296,      -7.060392984
          0,           0,         291,      -5.261159089,      -3.245924144,      -2.725671376,      0.2187827739,      -7.060539321
          0,           0,         292,      -5.258113843,      -3.260441806,        -2.7063867,      0.2217233277,      -7.060671866
          0,           0,         293,       -5.26136834,      -3.275337288,      -2.745967454,      0.2184789971,       -7.06078849
          0,           0,         294,      -5.248786551,      -3.275571575,      -2.728707644,      0.2311400704,      -7.060892737
          0,           0,         295,      -5.247452747,      -3.280217008,      -2.720055037,      0.2325210747,      -7.060992999
          0,           0,         296,      -5.247715972,      -3.297034666,       -2.73961109,      0.2322874857,      -7.061074107
          0,           0,         297,      -5.251770198,      -3.305704006,      -2.754843281,      0.2282645028,      -7.061130811
          0,           0,         298,      -5.244801241,      -3.307787471,      -2.719652735,      0.2352530841,      -7.061182526
          0,           0,         299,      -5.242886184,      -3.309548361,      -2.759361882,      0.2372142957,      -7.061239061
          0,           0,         300,      -5.241765848,      -3.311225868,      -2.734427187,       0.238357732,      -7.061275435
          0,           0,         301,      -5.251768998,      -3.319893747,      -2.737404037,      0.2282369263,      -7.061295739
          0,           0,         302,      -5.248097147,      -3.322759782,      -2.743791322,      0.2318675521,      -7.061308974
          0,           0,         303,      -5.249729094,      -3.311231863,      -2.746795237,      0.2301944246,      -7.061323054
          0,           0,         304,      -5.248946139,      -3.305563541,       -2.72213015,      0.2309774035,      -7.061335557
          0,           0,         305,      -5.251414143,      -3.304112205,      -2.756548852,      0.2285380097,      -7.061338028
          0,           0,         306,      -5.254591936,      -3.296686168,      -2.735116158,      0.2253759164,      -7.061326929
          0,           0,         307,      -5.255625885,      -3.298122032,      -2.726519136,      0.2242450787,      -7.061311966
          0,           0,         308,      -5.259419058,       -3.29597652,      -2.745200851,      0.2204729639,      -7.061306242
          0,           0,         309,      -5.253836072,      -3.288897219,      -2.743018684,      0.2260604307,      -7.061309445
          0,           0,         310,      -5.255743732,      -3.283817174,      -2.723413586,      0.2241657157,      -7.061302546
          0,           0,         311,      -5.263776908,      -3.282355969,      -2.739544152,      0.2162129219,      -7.061299255
          0,           0,         312,      -5.265586581,      -3.286531369,      -2.731903085,      0.2143769357,      -7.061301561
          0,           0,         313,      -5.259969019,      -3.290037658,       -2.72845807,      0.2199912634,       -7.06131152
          0,           0,         314,      -5.249727932,      -3.293752625,      -2.747452383,       0.230302542,      -7.061324393
          0,           0,         315,      -5.253582294,      -3.291215586,      -2.735073584,      0.2264205776,      -7.061348211
          0,           0,         316,      -5.261796097,      -3.296858327,      -2.723891687,      0.2182422999,      -7.061377129
          0,           0,         317,      -5.259374237,      -3.308610666,      -2.746537543,      0.2206607946,      -7.061409583
          0,           0,         318,      -5.243398742,      -3.302795326,      -2.748634961,      0.2366888224,      -7.061458226
          0,           0,         319,      -5.234589875,       -3.30957176,      -2.728654441,      0.2454446221,        -7.0615164
          0,           0,         320,      -5.243581556,      -3.312033619,      -2.745279614,      0.2365134018,      -7.061579772
          0,           0,         321,      -5.257581497,      -3.319824051,      -2.761178163,      0.2225051308,       -7.06165059
          0,           0,         322,      -5.243459205,      -3.315277544,      -2.727379918,      0.2365750987,      -7.061739371
          0,           0,         323,      -5.245269569,       -3.31278171,      -2.747065377,       0.234808663,      -7.061848739
          0,           0,         324,       -5.25492045,      -3.321213956,      -2.761031881,      0.2250051677,      -7.061956846
          0,           0,         325,      -5.246598116,      -3.321123054,      -2.730859631,      0.2333085304,      -7.062066911
          0,           0,         326,      -5.246162923,      -3.320304826,       -2.74614481,      0.2337645572,      -7.062178951
          0,           0,         327,      -5.247127243,      -3.310397303,      -2.752657368,      0.2328545534,       -7.06230252
          0,           0,         328,       -5.24619228,      -3.297394962,      -2.734649109,      0.2338390598,      -7.062437845
          0,           0,         329,      -5.247330053,       -3.30752168,      -2.739752117,      0.2325799599,      -7.062577449
          0,           0,         330,      -5.248642437,      -3.307278379,      -2.755359165,      0.2312832269,      -7.062712485
          0,           0,         331,      -5.245685058,      -3.298521573,      -2.732870005,      0.2343183027,      -7.062841794
          0,           0,         332,      -5.255485819,      -3.293315156,      -2.741298383,       0.224545023,      -7.062976001
          0,           0,         333,      -5.248206501,      -3.295204071,      -2.750796934,      0.2318555009,      -7.063115093
          0,           0,         334,      -5.238049327,      -3.290212802,      -2.726410064,      0.2419989102,      -7.063246344
          0,           0,         335,      -5.251529383,      -3.300091375,      -2.747546507,       0.228497911,      -7.063372659
          0,           0,         336,      -5.255908321,      -3.307341486,       -2.74528247,      0.2241414758,       -7.06349273
          0,           0,         337,      -5.246869326,      -3.312031009,      -2.745146183,       0.233128466,      -7.063610171
